,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
3552,Masters,2017,New Delhi,3,35,Male,No,1,1
4263,Bachelors,2017,Bangalore,3,24,Male,No,2,1
2450,Bachelors,2018,New Delhi,3,27,Female,Yes,5,1
1086,Bachelors,2016,Bangalore,3,26,Male,No,4,0
189,Bachelors,2013,Bangalore,2,27,Male,No,5,0
4105,Bachelors,2013,Pune,3,25,Male,No,3,0
3404,Bachelors,2016,Bangalore,3,31,Male,No,2,0
2675,Bachelors,2014,New Delhi,3,28,Female,No,3,0
632,Masters,2012,Pune,3,27,Male,No,5,1
1685,Bachelors,2014,Pune,3,25,Male,No,3,1
1613,Bachelors,2014,Bangalore,3,25,Male,No,3,0
3111,Bachelors,2015,Pune,2,35,Female,Yes,2,1
1597,Bachelors,2015,Pune,2,28,Female,No,5,1
2847,Bachelors,2017,New Delhi,2,27,Male,No,5,0
4499,Bachelors,2017,Pune,2,33,Female,No,2,1
1420,Bachelors,2014,Bangalore,3,27,Female,No,5,0
3134,Bachelors,2016,Pune,3,31,Male,No,1,0
2334,Bachelors,2012,New Delhi,3,30,Male,No,1,1
3776,Bachelors,2015,Pune,3,33,Male,No,5,0
4270,Masters,2015,Pune,2,29,Female,No,2,0
3476,Bachelors,2013,Bangalore,3,36,Male,No,5,0
2096,Bachelors,2016,Bangalore,3,27,Male,No,5,0
3222,Bachelors,2013,Bangalore,3,33,Male,No,3,0
1600,Bachelors,2016,Bangalore,3,26,Female,No,4,0
2457,PHD,2017,Bangalore,3,28,Female,No,1,0
1225,Masters,2018,Pune,3,28,Male,No,2,1
1891,Bachelors,2016,Bangalore,3,27,Female,No,5,0
383,Bachelors,2015,Bangalore,3,28,Male,No,3,0
909,Bachelors,2013,Pune,3,24,Female,No,2,0
1764,Bachelors,2013,New Delhi,1,25,Female,No,3,1
1606,Bachelors,2014,Bangalore,3,24,Female,No,2,0
2117,Bachelors,2016,Pune,3,26,Male,No,4,0
2387,Bachelors,2014,New Delhi,3,27,Female,No,5,0
4271,Bachelors,2013,Bangalore,3,29,Male,No,4,0
4227,Bachelors,2012,Bangalore,3,40,Male,No,3,0
1359,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1573,Bachelors,2016,Pune,3,24,Male,No,2,0
3295,Bachelors,2015,Pune,2,31,Female,No,1,1
495,Masters,2014,New Delhi,3,27,Male,No,5,0
2669,PHD,2015,New Delhi,3,27,Female,No,5,0
3803,Bachelors,2017,New Delhi,2,37,Male,No,4,0
2002,Bachelors,2018,Pune,3,27,Male,No,5,1
2428,Bachelors,2013,Pune,3,28,Male,No,2,0
1419,Bachelors,2018,Pune,3,26,Male,Yes,4,1
92,Bachelors,2017,New Delhi,2,34,Female,No,5,0
1353,Masters,2017,New Delhi,1,25,Female,No,3,0
2295,Bachelors,2012,Bangalore,1,27,Female,No,5,0
2056,Bachelors,2014,Bangalore,3,28,Female,No,2,0
997,Bachelors,2016,New Delhi,3,28,Female,No,5,0
813,Bachelors,2015,Pune,2,27,Female,No,5,1
2800,Masters,2017,New Delhi,1,30,Male,No,2,0
2706,Bachelors,2015,New Delhi,3,29,Male,No,1,0
3759,Bachelors,2012,Bangalore,3,38,Female,No,5,0
29,Masters,2017,New Delhi,2,30,Female,No,2,0
3765,Bachelors,2012,Bangalore,1,38,Female,No,1,0
589,Bachelors,2012,Bangalore,3,25,Male,No,3,0
697,Masters,2017,Pune,2,26,Female,No,4,0
3328,Bachelors,2016,Bangalore,3,41,Male,No,1,1
518,Bachelors,2018,Pune,3,25,Male,Yes,3,1
4025,Bachelors,2016,Bangalore,3,22,Male,No,0,0
3217,Masters,2014,Pune,3,40,Male,No,4,1
2981,PHD,2013,New Delhi,3,30,Male,No,5,0
4446,Bachelors,2017,Bangalore,3,26,Female,No,4,0
35,Bachelors,2014,Bangalore,1,30,Female,No,3,0
276,Bachelors,2012,Bangalore,3,25,Male,No,3,0
4502,Bachelors,2015,Bangalore,3,28,Male,No,2,0
1826,Bachelors,2013,Pune,3,26,Male,No,4,0
3784,Bachelors,2012,Pune,3,39,Male,No,5,0
3414,Bachelors,2016,Bangalore,1,34,Male,Yes,2,1
141,Bachelors,2017,Pune,2,24,Female,No,2,1
3673,Masters,2016,Bangalore,3,32,Male,No,1,1
1618,Masters,2017,New Delhi,2,24,Male,No,2,1
3727,Masters,2017,New Delhi,2,38,Female,No,5,0
3285,Bachelors,2013,New Delhi,3,37,Female,No,1,0
2037,Bachelors,2018,New Delhi,3,27,Female,No,5,1
3270,Bachelors,2017,Bangalore,3,34,Female,No,2,0
3528,Bachelors,2015,New Delhi,3,31,Female,No,3,0
1910,Bachelors,2017,Pune,2,27,Female,No,5,1
1431,Bachelors,2017,Bangalore,3,25,Male,No,3,0
746,Bachelors,2012,Bangalore,3,25,Female,No,3,0
646,Bachelors,2018,Bangalore,3,24,Female,No,2,1
622,Bachelors,2014,Pune,3,25,Female,No,3,1
3506,Bachelors,2013,Pune,3,37,Male,No,2,0
3518,Bachelors,2015,Bangalore,3,38,Male,No,3,0
2357,Bachelors,2017,Pune,2,29,Male,No,1,0
2623,Bachelors,2018,Bangalore,3,29,Male,No,0,1
2943,Bachelors,2013,New Delhi,3,27,Female,No,5,1
2299,Bachelors,2013,Bangalore,3,27,Male,No,5,0
4098,Bachelors,2014,Bangalore,3,22,Male,No,0,0
1607,Bachelors,2014,Pune,2,26,Male,No,4,0
3761,Bachelors,2015,Pune,1,34,Female,No,3,1
102,Masters,2017,New Delhi,3,26,Female,No,4,1
544,Bachelors,2013,Bangalore,3,28,Male,No,2,0
969,PHD,2013,New Delhi,3,26,Male,No,4,0
2659,Bachelors,2016,Pune,3,27,Male,No,5,0
1761,Bachelors,2013,Bangalore,2,24,Female,No,2,1
790,Masters,2017,Pune,2,26,Male,No,4,1
610,Bachelors,2017,Pune,3,27,Female,No,5,1
2254,Bachelors,2015,Bangalore,3,28,Male,No,2,0
4197,Bachelors,2014,Pune,3,36,Female,No,5,0
1683,Bachelors,2013,Bangalore,3,24,Male,No,2,0
2148,Bachelors,2014,Bangalore,3,26,Male,No,4,0
4626,Bachelors,2016,Bangalore,3,22,Male,No,0,0
1430,Bachelors,2016,New Delhi,3,28,Female,No,3,0
1314,Bachelors,2016,Bangalore,3,27,Female,No,5,0
4188,Bachelors,2016,Pune,3,23,Male,No,1,0
73,Bachelors,2014,Bangalore,1,27,Male,No,5,0
397,Bachelors,2017,New Delhi,2,28,Female,No,1,0
2201,Bachelors,2015,Pune,2,26,Female,Yes,4,1
2465,Masters,2012,New Delhi,3,30,Male,No,2,0
2815,Bachelors,2017,Bangalore,3,30,Male,No,2,0
2868,Bachelors,2012,Pune,2,27,Female,No,5,1
1675,Masters,2017,New Delhi,3,24,Female,No,2,0
3345,Bachelors,2012,Pune,3,32,Male,No,3,0
101,Bachelors,2013,Pune,3,25,Male,No,3,0
4634,Bachelors,2016,New Delhi,1,38,Female,No,2,1
2568,Bachelors,2017,Bangalore,1,28,Female,No,0,1
1019,Bachelors,2013,Bangalore,3,27,Female,No,5,0
3786,Bachelors,2016,Bangalore,3,37,Male,No,2,0
3346,Bachelors,2012,Bangalore,3,37,Male,No,3,1
1379,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1657,Bachelors,2017,Pune,2,24,Female,No,2,1
3618,Bachelors,2014,Bangalore,3,39,Male,No,5,0
1178,Masters,2017,Pune,2,24,Female,No,2,1
4052,Masters,2017,New Delhi,3,26,Male,No,4,1
118,Bachelors,2017,Bangalore,3,26,Female,No,4,0
2697,Masters,2017,New Delhi,2,29,Male,No,4,0
2855,Masters,2017,Pune,2,28,Male,No,5,0
3389,Masters,2017,Pune,2,35,Male,No,2,0
2947,Bachelors,2017,New Delhi,2,27,Male,No,5,0
312,Bachelors,2017,Pune,3,25,Male,No,3,0
791,Bachelors,2017,New Delhi,2,27,Female,No,5,0
2369,Bachelors,2016,Bangalore,3,30,Female,No,1,0
205,Bachelors,2015,Pune,2,26,Female,No,4,1
4181,Bachelors,2014,New Delhi,3,34,Female,No,5,0
559,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1047,Bachelors,2017,New Delhi,3,25,Female,No,3,0
2597,Bachelors,2018,Bangalore,3,28,Male,No,1,1
1129,Bachelors,2016,Bangalore,1,26,Male,No,4,0
2409,Bachelors,2014,New Delhi,3,29,Female,No,2,0
126,Bachelors,2013,Bangalore,3,28,Male,No,1,0
2469,Bachelors,2012,Bangalore,3,26,Female,No,4,0
3750,Bachelors,2017,Pune,3,31,Male,No,0,0
94,Bachelors,2014,Bangalore,3,39,Male,No,3,1
4577,Masters,2017,New Delhi,3,40,Male,No,2,0
3173,Bachelors,2013,Bangalore,3,41,Male,No,2,0
578,Bachelors,2015,Pune,3,28,Male,No,3,0
2850,Masters,2013,New Delhi,3,30,Male,No,0,1
3907,Bachelors,2012,Bangalore,3,34,Male,No,1,0
2966,Bachelors,2017,New Delhi,2,26,Female,No,4,0
3709,Bachelors,2015,Bangalore,3,36,Male,No,3,0
1904,Bachelors,2014,Pune,3,25,Male,No,3,0
640,Bachelors,2018,Bangalore,3,26,Male,No,4,1
17,Bachelors,2014,Pune,3,34,Male,No,4,0
3468,Bachelors,2016,Bangalore,3,40,Male,No,0,0
3199,Bachelors,2017,Pune,3,31,Male,Yes,0,0
2635,Bachelors,2012,Bangalore,3,29,Male,No,2,1
3796,Bachelors,2016,Pune,2,37,Female,No,3,1
3298,Bachelors,2013,Pune,3,32,Male,No,2,0
2573,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2424,Bachelors,2014,Bangalore,3,27,Male,No,5,0
304,Masters,2014,New Delhi,3,26,Male,No,4,1
1363,Bachelors,2014,Pune,3,26,Male,No,4,0
562,Bachelors,2016,Bangalore,3,27,Female,No,5,1
1563,Bachelors,2018,Pune,2,28,Female,No,5,1
2920,Bachelors,2013,Pune,2,29,Female,No,0,1
2241,Masters,2017,New Delhi,2,27,Male,No,5,1
1008,Bachelors,2017,New Delhi,3,24,Female,No,2,1
75,Bachelors,2015,Bangalore,3,40,Male,No,0,1
4441,Bachelors,2016,Bangalore,3,33,Male,No,4,0
602,Bachelors,2013,Bangalore,3,28,Male,No,1,0
1403,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1
1280,Bachelors,2015,Pune,3,27,Female,No,5,1
3104,Bachelors,2014,Bangalore,3,32,Male,No,4,0
4471,Bachelors,2016,Pune,2,39,Female,No,3,1
3780,Masters,2018,New Delhi,3,36,Male,No,2,1
3892,Bachelors,2016,Bangalore,3,40,Male,Yes,1,0
2952,Bachelors,2013,Pune,3,28,Male,No,0,0
1504,Bachelors,2016,Bangalore,3,26,Male,No,4,1
2080,Bachelors,2013,Bangalore,3,28,Female,No,1,1
384,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2907,Bachelors,2017,New Delhi,2,29,Female,No,5,0
4367,Bachelors,2018,Pune,2,34,Female,No,4,1
890,Bachelors,2017,Pune,3,28,Male,No,3,0
4155,Masters,2015,Pune,2,39,Female,No,2,0
2141,Masters,2017,Pune,3,29,Male,No,2,0
611,Bachelors,2014,Pune,3,26,Male,No,4,0
2671,Bachelors,2015,Pune,2,27,Female,Yes,5,1
3408,Bachelors,2017,New Delhi,2,36,Male,No,2,0
4217,Bachelors,2016,Bangalore,3,33,Female,No,1,1
204,PHD,2013,New Delhi,3,24,Male,No,2,0
551,Bachelors,2013,Bangalore,1,28,Male,No,3,1
1016,Bachelors,2014,Bangalore,3,25,Female,No,3,0
956,Masters,2017,Pune,2,24,Female,No,2,0
3249,Bachelors,2015,Bangalore,1,40,Male,No,2,0
1482,Masters,2017,Pune,2,25,Female,No,3,0
3540,Bachelors,2012,Bangalore,3,32,Male,No,4,0
1333,Masters,2015,New Delhi,3,27,Female,No,5,0
3707,Masters,2017,New Delhi,2,36,Male,No,2,1
1731,Masters,2016,New Delhi,3,25,Female,No,3,0
4416,Bachelors,2017,Bangalore,3,32,Female,No,3,0
428,Masters,2017,Pune,2,24,Female,No,2,1
1908,Bachelors,2017,Bangalore,3,27,Male,No,5,1
3501,Bachelors,2015,New Delhi,3,35,Female,No,3,0
1547,Bachelors,2015,Bangalore,3,27,Female,Yes,5,1
1395,Bachelors,2014,Bangalore,3,25,Male,No,3,0
4510,Bachelors,2015,Pune,3,25,Male,No,3,0
1372,Bachelors,2013,Pune,3,27,Male,No,5,0
4035,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1028,Masters,2018,New Delhi,3,25,Female,No,3,1
4036,Bachelors,2018,Pune,2,39,Female,No,4,1
280,Bachelors,2014,Bangalore,3,25,Male,No,3,0
2339,Bachelors,2012,New Delhi,3,27,Female,No,5,0
1088,Bachelors,2016,New Delhi,3,28,Female,No,2,0
3581,Bachelors,2015,Pune,3,35,Male,No,3,0
2072,Bachelors,2018,Bangalore,3,30,Male,No,2,1
3729,Bachelors,2012,Pune,2,32,Female,No,5,1
4576,Bachelors,2013,Pune,3,24,Male,Yes,2,0
2152,Masters,2014,New Delhi,3,29,Male,No,1,0
1361,Bachelors,2018,Bangalore,3,27,Female,Yes,5,1
2332,Masters,2017,New Delhi,2,28,Male,No,2,0
3296,Bachelors,2012,Pune,3,33,Male,No,2,0
762,Bachelors,2016,New Delhi,3,25,Female,Yes,3,0
2608,Bachelors,2016,Bangalore,3,28,Male,No,2,0
763,Masters,2015,New Delhi,3,26,Male,No,4,1
3054,Bachelors,2012,Bangalore,3,39,Female,No,2,0
354,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1886,Masters,2015,Pune,2,28,Female,No,0,0
4203,Bachelors,2013,Bangalore,3,30,Male,No,1,0
4072,Bachelors,2015,Bangalore,3,32,Male,No,1,0
945,Bachelors,2015,Pune,2,26,Female,No,4,1
1317,Bachelors,2017,New Delhi,3,27,Female,No,5,0
911,Bachelors,2014,Bangalore,3,24,Female,No,2,0
3230,Bachelors,2015,Bangalore,3,35,Male,No,0,0
2017,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2678,Bachelors,2017,Pune,2,26,Male,No,4,0
148,Masters,2013,Bangalore,1,25,Male,No,3,1
3781,Bachelors,2018,Bangalore,3,40,Male,Yes,3,1
4301,Bachelors,2017,Bangalore,3,40,Male,No,0,0
186,Masters,2016,New Delhi,3,25,Female,No,3,1
3619,Bachelors,2016,Bangalore,3,33,Male,No,1,0
4128,Bachelors,2012,Bangalore,3,37,Male,No,4,0
1641,Bachelors,2013,Bangalore,3,24,Male,No,2,0
4448,Bachelors,2016,Bangalore,3,35,Male,No,3,0
4324,Bachelors,2014,Bangalore,3,28,Female,No,3,0
965,Bachelors,2017,Bangalore,3,28,Male,No,3,0
3929,Bachelors,2015,Bangalore,3,38,Male,No,1,0
143,Bachelors,2016,Bangalore,3,26,Male,No,4,0
4414,Bachelors,2014,New Delhi,3,26,Female,No,4,0
3592,Bachelors,2014,Bangalore,3,32,Male,No,3,0
2330,Bachelors,2012,Bangalore,3,26,Male,No,4,1
4485,Bachelors,2016,Pune,3,35,Male,No,1,0
3645,Bachelors,2015,Bangalore,3,38,Male,No,1,1
2973,Bachelors,2016,New Delhi,3,29,Female,No,0,0
4621,Bachelors,2015,Bangalore,3,31,Male,No,5,0
1959,Bachelors,2018,Bangalore,3,27,Male,No,5,1
4204,Bachelors,2017,Pune,2,37,Female,No,4,1
13,Bachelors,2016,Bangalore,3,39,Male,No,2,0
1536,Bachelors,2015,Bangalore,3,26,Male,No,4,0
928,Bachelors,2014,Bangalore,3,27,Male,No,5,0
3344,Bachelors,2014,Bangalore,3,40,Male,No,0,0
2075,Bachelors,2017,Bangalore,3,27,Female,No,5,1
2255,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1500,Bachelors,2016,Bangalore,3,28,Male,No,2,0
3212,Bachelors,2012,Bangalore,3,35,Male,No,1,0
1484,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
267,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
1367,Bachelors,2013,Bangalore,3,25,Female,No,3,0
3420,Bachelors,2012,Bangalore,3,32,Female,No,2,1
322,Masters,2012,New Delhi,3,24,Female,No,2,1
69,Masters,2017,Bangalore,3,40,Female,No,2,1
1736,Bachelors,2013,Bangalore,1,24,Female,No,2,1
1041,Masters,2013,New Delhi,1,24,Female,No,2,1
2095,Bachelors,2015,Pune,2,30,Male,No,2,1
3622,Masters,2017,New Delhi,2,33,Male,No,2,0
1056,Bachelors,2017,Bangalore,3,24,Male,No,2,0
936,Masters,2017,New Delhi,2,28,Male,No,2,0
506,Masters,2014,New Delhi,3,28,Male,No,2,0
784,Bachelors,2016,Bangalore,3,25,Male,Yes,3,0
3447,Bachelors,2015,Bangalore,3,36,Male,Yes,4,0
557,Bachelors,2017,New Delhi,3,26,Male,No,4,0
1000,Bachelors,2013,New Delhi,3,26,Female,No,4,0
1009,Bachelors,2014,Bangalore,3,28,Male,No,1,1
2768,Masters,2013,New Delhi,2,26,Male,No,4,1
1068,Bachelors,2017,New Delhi,2,24,Female,No,2,0
2862,Masters,2017,Pune,2,28,Male,No,2,0
631,PHD,2013,Bangalore,1,26,Male,No,4,0
2140,Bachelors,2013,New Delhi,3,29,Female,No,1,0
3457,Masters,2017,New Delhi,2,34,Male,No,2,1
3839,Masters,2017,Pune,2,40,Male,No,5,0
292,Bachelors,2017,New Delhi,2,28,Male,No,1,0
4233,Masters,2017,New Delhi,3,33,Female,No,0,1
3413,Bachelors,2017,New Delhi,2,36,Male,No,3,0
1909,Bachelors,2015,Pune,3,26,Male,No,4,0
4466,Bachelors,2017,New Delhi,2,40,Male,No,5,0
4022,Bachelors,2016,Pune,2,36,Female,No,0,1
720,Bachelors,2014,Bangalore,3,24,Male,No,2,0
144,Bachelors,2013,Bangalore,3,27,Female,No,5,0
4097,Bachelors,2012,New Delhi,3,38,Female,No,1,0
1882,Bachelors,2016,Bangalore,3,24,Male,No,2,0
3423,Masters,2015,New Delhi,3,32,Male,No,0,1
4356,Masters,2012,Bangalore,3,31,Female,No,4,0
4345,Bachelors,2015,Pune,2,33,Female,No,2,1
1841,Bachelors,2013,Pune,2,24,Male,Yes,2,1
3279,Bachelors,2017,Bangalore,3,34,Male,No,3,0
2772,Bachelors,2013,Bangalore,3,30,Male,No,1,0
4234,Bachelors,2016,Pune,3,22,Male,No,0,0
721,Bachelors,2013,New Delhi,2,24,Female,No,2,1
3244,Bachelors,2017,Pune,3,36,Male,No,1,0
747,Bachelors,2015,Bangalore,3,24,Female,No,2,0
2247,Bachelors,2014,Bangalore,1,27,Female,No,5,0
2360,Bachelors,2014,Bangalore,3,30,Male,No,2,1
2628,Bachelors,2016,Pune,3,28,Male,No,1,0
3372,Bachelors,2014,Pune,3,37,Female,No,5,1
491,Bachelors,2016,Pune,3,24,Male,No,2,0
3095,Bachelors,2012,Pune,3,40,Male,No,2,0
4532,PHD,2017,New Delhi,3,29,Male,No,3,0
3245,Bachelors,2014,Bangalore,3,35,Male,No,1,0
3938,Bachelors,2017,New Delhi,3,41,Female,No,4,0
3945,Masters,2012,New Delhi,3,35,Female,No,4,1
3876,Bachelors,2013,Pune,3,35,Male,No,1,0
766,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1305,Masters,2017,New Delhi,3,25,Male,No,3,1
2995,Bachelors,2018,Pune,3,32,Male,No,1,1
12,Bachelors,2018,Pune,3,32,Male,Yes,5,1
1787,Masters,2013,New Delhi,3,28,Female,No,2,0
1955,Bachelors,2014,Bangalore,3,28,Male,No,2,1
3625,Masters,2013,Pune,3,39,Male,No,2,0
4614,Bachelors,2016,New Delhi,3,25,Female,No,3,0
1044,Bachelors,2013,Bangalore,3,28,Male,No,1,0
2710,Bachelors,2018,Bangalore,3,28,Male,Yes,1,1
1885,Bachelors,2012,Bangalore,3,24,Male,Yes,2,0
783,Bachelors,2015,Pune,2,25,Female,No,3,1
4504,Masters,2012,New Delhi,3,37,Male,No,4,0
3159,Bachelors,2014,Bangalore,3,36,Male,No,4,0
2285,Masters,2017,Bangalore,3,27,Male,No,5,1
1541,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1174,Bachelors,2012,Bangalore,3,25,Male,No,3,1
2434,Bachelors,2015,Bangalore,3,27,Female,No,5,0
4346,Bachelors,2017,Pune,2,38,Female,No,1,1
3362,Bachelors,2018,Pune,3,37,Male,No,5,1
3918,Bachelors,2013,Bangalore,3,32,Male,No,1,0
3797,Bachelors,2013,Pune,3,32,Male,No,1,0
4094,Bachelors,2013,Pune,2,24,Male,No,2,1
4469,Bachelors,2015,Bangalore,3,40,Male,No,4,0
2082,Bachelors,2015,Bangalore,1,27,Male,No,5,0
2120,Masters,2017,Pune,2,27,Male,No,5,0
38,Bachelors,2017,Pune,2,29,Female,No,2,1
1254,Bachelors,2016,Bangalore,3,26,Male,No,4,0
731,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
2691,Bachelors,2017,New Delhi,2,28,Female,No,1,0
4636,Masters,2014,New Delhi,3,37,Female,No,0,1
3649,Bachelors,2016,Pune,2,37,Female,No,2,1
2403,Masters,2017,New Delhi,2,28,Male,No,2,0
4425,Bachelors,2013,Bangalore,3,23,Female,No,1,0
2149,Bachelors,2013,Bangalore,3,27,Female,No,5,0
3352,Bachelors,2017,Pune,3,37,Female,No,2,0
758,Masters,2017,Pune,3,24,Male,No,2,1
714,Bachelors,2017,Bangalore,3,27,Female,No,5,0
3087,Bachelors,2017,Bangalore,3,37,Male,No,2,1
1677,Bachelors,2015,Bangalore,3,28,Female,No,5,0
4090,Bachelors,2015,New Delhi,3,25,Female,Yes,3,0
200,Bachelors,2014,Pune,2,25,Female,No,3,1
363,Bachelors,2015,New Delhi,3,24,Female,No,2,0
4166,Masters,2016,New Delhi,3,24,Male,No,2,1
344,Bachelors,2012,Bangalore,3,28,Male,No,3,0
4229,Bachelors,2014,Bangalore,3,31,Male,No,0,0
1585,Bachelors,2015,Pune,1,24,Female,No,2,1
31,Bachelors,2014,Bangalore,3,23,Male,No,1,0
1230,Bachelors,2017,New Delhi,2,25,Male,No,3,0
3754,Bachelors,2016,Pune,3,37,Male,No,3,0
1894,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2246,Bachelors,2017,Bangalore,3,30,Male,No,2,0
1435,Bachelors,2017,Bangalore,3,24,Male,No,2,1
2857,Bachelors,2015,Pune,2,27,Female,Yes,5,1
3237,Bachelors,2016,Pune,3,32,Female,No,3,1
4444,Bachelors,2014,Bangalore,3,28,Male,No,2,1
4018,Masters,2012,New Delhi,3,34,Female,No,2,0
3752,Masters,2017,Pune,2,39,Male,No,2,0
1255,Bachelors,2013,Pune,2,28,Female,No,2,1
3148,Masters,2017,New Delhi,3,33,Male,No,5,0
561,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1871,Bachelors,2014,Bangalore,3,24,Female,No,2,0
179,Bachelors,2012,Bangalore,3,27,Male,No,5,1
952,Masters,2017,New Delhi,3,25,Male,No,3,1
4024,Bachelors,2012,New Delhi,3,22,Female,No,0,0
3778,Bachelors,2017,New Delhi,2,33,Male,No,0,0
3881,Bachelors,2017,Pune,2,40,Male,No,4,0
4171,Masters,2017,New Delhi,2,26,Male,No,4,0
486,Bachelors,2015,Pune,2,25,Female,Yes,3,1
4412,Bachelors,2014,Bangalore,3,27,Female,No,5,0
1580,Bachelors,2013,Pune,3,27,Male,No,5,0
4190,Bachelors,2017,Bangalore,3,28,Male,No,2,0
2346,Bachelors,2013,Bangalore,1,28,Female,No,1,0
1872,PHD,2017,New Delhi,3,28,Male,No,3,0
1609,Bachelors,2012,Bangalore,3,25,Male,No,3,0
2011,Masters,2017,New Delhi,3,29,Male,No,2,1
4034,Bachelors,2018,Pune,2,36,Female,No,5,1
3137,Bachelors,2014,Bangalore,3,34,Male,Yes,3,0
1279,Bachelors,2014,Pune,3,25,Female,No,3,1
4176,Masters,2013,New Delhi,3,30,Female,No,3,0
1290,Bachelors,2017,New Delhi,3,24,Female,No,2,1
45,Bachelors,2014,Bangalore,3,23,Female,No,1,0
4051,Masters,2014,Pune,1,33,Female,No,1,0
3660,Bachelors,2015,New Delhi,3,33,Female,No,2,0
4061,Bachelors,2015,Bangalore,3,30,Male,No,2,0
4118,Bachelors,2013,Bangalore,3,40,Female,No,3,0
1097,Bachelors,2013,New Delhi,3,27,Female,No,5,0
2784,Bachelors,2013,Pune,2,30,Female,No,1,1
3307,Bachelors,2012,Pune,3,33,Male,No,1,0
4449,Bachelors,2013,Bangalore,3,33,Male,No,3,1
3701,Bachelors,2012,New Delhi,3,32,Male,No,1,1
3068,Bachelors,2014,Bangalore,3,39,Male,No,2,0
488,Bachelors,2013,Pune,2,24,Male,Yes,2,1
4031,Masters,2017,Bangalore,3,38,Male,No,2,0
3367,Bachelors,2013,Bangalore,1,40,Male,No,2,0
3000,Masters,2017,Pune,2,37,Male,No,2,0
919,Bachelors,2014,Bangalore,3,24,Male,No,2,0
3886,Bachelors,2015,Bangalore,3,38,Female,No,4,0
678,Bachelors,2018,Pune,3,28,Male,No,1,1
2618,Bachelors,2017,Pune,2,28,Female,No,1,1
2114,Masters,2016,Bangalore,3,29,Male,No,1,0
1448,Bachelors,2013,Bangalore,3,24,Female,No,2,1
2713,Bachelors,2015,Pune,3,27,Male,No,5,0
1463,Bachelors,2014,Bangalore,3,27,Male,No,5,0
3703,Bachelors,2015,Pune,3,35,Male,No,0,0
1160,Bachelors,2012,New Delhi,3,24,Male,No,2,0
4323,Bachelors,2012,New Delhi,3,30,Female,Yes,1,0
687,Masters,2014,New Delhi,3,24,Male,No,2,0
3429,Bachelors,2012,Bangalore,3,32,Male,No,5,0
546,Bachelors,2015,Pune,2,27,Female,Yes,5,1
2891,Bachelors,2012,Bangalore,3,30,Female,No,1,0
4020,Bachelors,2012,Bangalore,3,38,Male,No,3,0
2586,Bachelors,2015,Bangalore,3,27,Female,No,5,0
1878,Bachelors,2015,Pune,2,26,Female,No,4,1
2824,Masters,2012,Pune,3,26,Male,No,4,1
4242,Masters,2015,Bangalore,3,26,Male,No,4,1
3556,Masters,2018,New Delhi,3,31,Female,Yes,2,1
532,Bachelors,2014,Bangalore,3,28,Male,No,3,1
1123,Bachelors,2014,Pune,3,24,Male,No,2,0
2610,Bachelors,2016,Bangalore,3,30,Male,No,0,0
1053,Bachelors,2013,Bangalore,3,25,Female,No,3,1
643,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1447,Bachelors,2015,Pune,3,24,Male,Yes,2,0
3539,Bachelors,2014,New Delhi,3,33,Male,No,3,0
2170,Bachelors,2015,Pune,2,29,Female,No,2,1
353,Bachelors,2017,Bangalore,3,28,Male,No,2,0
4256,Bachelors,2013,Bangalore,3,33,Male,No,2,0
3400,Bachelors,2018,Bangalore,3,41,Male,No,4,1
3865,Bachelors,2015,Bangalore,3,31,Male,No,2,0
3879,Bachelors,2014,Bangalore,3,38,Female,No,2,0
173,Bachelors,2014,Bangalore,3,27,Female,No,5,0
4008,Bachelors,2017,Bangalore,3,35,Male,No,5,0
164,Bachelors,2015,Bangalore,3,25,Male,No,3,0
4068,Bachelors,2012,Bangalore,3,38,Female,No,0,0
2474,Bachelors,2018,Bangalore,3,27,Female,No,5,1
4320,Bachelors,2018,Pune,2,28,Female,No,4,1
4368,Bachelors,2016,Bangalore,3,32,Male,No,0,0
2762,Bachelors,2013,Bangalore,3,30,Male,Yes,0,0
1818,Masters,2017,New Delhi,2,26,Female,No,4,0
947,Bachelors,2012,Bangalore,3,25,Female,Yes,3,0
1315,Bachelors,2018,Bangalore,3,25,Male,No,3,1
761,Bachelors,2016,Bangalore,3,28,Male,No,3,0
3560,Bachelors,2017,Bangalore,3,33,Male,No,3,0
3597,PHD,2015,Bangalore,3,40,Male,No,3,0
